"sampling";"species";"age0";"age1";"age2";"age3";"age4";"age5";"age6";"age7";"age8";"age9";"age10"
"2015 2";"plaice";4.96755575268937e-06;0.00271132578925829;0.0587564575506662;0.153133498883871;0.25258338535701;0.195622074073979;0.138655009604642;0.0897730424783606;0.0533042405839709;0.0301113473505961;0.0253446507718926
"2015 2";"dab";8.02837611484342e-08;0.00290226456387217;0.127859229795268;0.301834725956367;0.231917770179172;0.155349211411554;0.0867396671408393;0.0493470124883673;0.0239077225747369;0.0102417601534658;0.00990055545259571
"2015 3";"cod";0.000156742697369358;0.0884016695477577;0.432219407248081;0.426774253334351;0.0396366531873271;0.00943287979939004;0.00146626687342293;0.00191212731230103;NA;NA;NA
"2015 3";"herring";2.29585250226059e-06;0.00176391875276984;0.0505121578914091;0.139779348087204;0.22994239240944;0.260255474856925;0.120967150054521;0.108858886704326;0.0879183753909028;NA;NA
"2015 3";"flounder";2.1899033846971e-06;0.0026875353654981;0.0624387697186405;0.228422914611458;0.251013649326948;0.181063623964516;0.110379135175753;0.0707833944539159;0.0410354105333196;0.0230899940111916;0.0290833829353746
"2015 3";"plaice";3.05586249879335e-05;0.00605129822808241;0.0878219747174343;0.176932435665711;0.246369392320062;0.182749280655879;0.124848364812934;0.0792818259003967;0.0471974427234705;0.0266658251227454;0.0220516012282967
"2015 3";"dab";1.35577411701865e-06;0.00862301175160687;0.171935550128316;0.30917174815621;0.214792598904424;0.138173501105112;0.0768775748021397;0.0427289677044452;0.0203705624722674;0.00871681342090234;0.00860831578045979
"2015 4";"cod";0.00143810649155284;0.197560815802273;0.466583812464831;0.301366104272434;0.0246527664191877;0.00600804651576361;0.000983693592573115;0.00140665444138515;NA;NA;NA
"2015 4";"herring";4.42762844740291e-05;0.00456333316778183;0.0800533350959855;0.160582865789723;0.231165128130642;0.238894791310975;0.103459433062823;0.106436286627654;0.0748005505299416;NA;NA
"2015 4";"flounder";3.40071832251943e-05;0.00853333141190457;0.103107173526141;0.255592592486015;0.239725820254126;0.159673838741003;0.0951001326479343;0.0600859656309734;0.0345009194935341;0.0192958070339839;0.0243504115911591
"2015 4";"plaice";0.00019768606577812;0.0157049175889392;0.133590842219087;0.202062690045147;0.232194672288571;0.162699882172449;0.107061233346095;0.0664883384245389;0.0395897560995846;0.0223201359197131;0.018089845830096
